date,role,program,transport_mode,distance_km,travel_energy_kwh,travel_co2_kg,personal_computer_kwh,personal_computer_co2_kg,students_trained,lab_energy_kwh,total_daily_co2_kg
2025-03-08,Management,SkillsBuild,Flight,1666.15,833.08,249.92,0.42,0.34,0,0.0,250.27
2025-03-01,Management,Skills4Future,Flight,1840.41,920.21,276.06,0.42,0.34,0,0.0,276.41
2025-04-21,Management,TechSaksham,Cab,25.01,6.25,3.0,0.42,0.34,0,0.0,3.35
2025-04-20,Management,SkillSaksham,Flight,806.87,403.43,121.03,0.42,0.34,0,0.0,121.37
2025-04-10,Management,Skills4Future,Flight,878.78,439.39,131.82,0.42,0.34,0,0.0,132.16
2025-04-06,Management,Code Unnati,Cab,20.52,5.13,2.46,0.42,0.34,0,0.0,2.81
2025-05-22,Management,Skills4Future,Flight,1879.59,939.8,281.94,0.42,0.34,0,0.0,282.28
2025-05-26,Management,Code Unnati,Flight,1962.99,981.5,294.45,0.42,0.34,0,0.0,294.79
2025-05-05,Management,SkillSaksham,Flight,1509.28,754.64,226.39,0.42,0.34,0,0.0,226.74
2025-05-15,Management,Code Unnati,Flight,1316.57,658.29,197.49,0.42,0.34,0,0.0,197.83
2025-06-02,Management,SkillSaksham,Flight,758.31,379.15,113.75,0.42,0.34,0,0.0,114.09
2025-06-12,Management,Code Unnati,Flight,1057.15,528.58,158.57,0.42,0.34,0,0.0,158.92
2025-06-04,Management,SkillsBuild,Flight,1648.82,824.41,247.32,0.42,0.34,0,0.0,247.67
2025-07-30,Management,Skills4Future,Flight,1161.2,580.6,174.18,0.42,0.34,0,0.0,174.52
2025-07-06,Management,TechSaksham,Flight,1582.27,791.14,237.34,0.42,0.34,0,0.0,237.69
2025-07-10,Management,TechSaksham,Cab,25.95,6.49,3.11,0.42,0.34,0,0.0,3.46
2025-07-23,Management,TechSaksham,Flight,850.46,425.23,127.57,0.42,0.34,0,0.0,127.91
2025-08-22,Management,Code Unnati,Flight,1574.86,787.43,236.23,0.42,0.34,0,0.0,236.57
2025-08-04,Management,SkillsBuild,Flight,1725.68,862.84,258.85,0.42,0.34,0,0.0,259.2
2025-08-19,Management,Skills4Future,Flight,1199.51,599.76,179.93,0.42,0.34,0,0.0,180.27
2025-09-13,Management,Code Unnati,Flight,1104.58,552.29,165.69,0.42,0.34,0,0.0,166.03
2025-09-24,Management,SkillSaksham,Flight,1794.24,897.12,269.14,0.42,0.34,0,0.0,269.48
2025-09-27,Management,Skills4Future,Flight,836.84,418.42,125.53,0.42,0.34,0,0.0,125.87
2025-10-09,Management,SkillSaksham,Flight,1949.48,974.74,292.42,0.42,0.34,0,0.0,292.77
2025-10-08,Management,Skills4Future,Flight,1961.96,980.98,294.29,0.42,0.34,0,0.0,294.64
2025-10-01,Management,Skills4Future,Cab,21.73,5.43,2.61,0.42,0.34,0,0.0,2.95
2025-11-06,Management,SkillsBuild,Flight,1090.64,545.32,163.6,0.42,0.34,0,0.0,163.94
2025-11-26,Management,SkillsBuild,Cab,21.15,5.29,2.54,0.42,0.34,0,0.0,2.88
2025-11-15,Management,SkillSaksham,Flight,1808.33,904.16,271.25,0.42,0.34,0,0.0,271.59
2025-12-16,Management,TechSaksham,Flight,1379.18,689.59,206.88,0.42,0.34,0,0.0,207.22
2025-12-23,Management,Code Unnati,Flight,1340.02,670.01,201.0,0.42,0.34,0,0.0,201.35
2025-12-29,Management,TechSaksham,Flight,1862.79,931.39,279.42,0.42,0.34,0,0.0,279.76
2025-01-26,Management,TechSaksham,Flight,1089.21,544.61,163.38,0.42,0.34,0,0.0,163.73
2025-01-27,Management,Skills4Future,Cab,14.76,3.69,1.77,0.42,0.34,0,0.0,2.12
2025-01-11,Management,SkillsBuild,Cab,39.67,9.92,4.76,0.42,0.34,0,0.0,5.1
2025-02-06,Management,Skills4Future,Flight,785.81,392.91,117.87,0.42,0.34,0,0.0,118.22
2025-02-27,Management,Code Unnati,Flight,1521.72,760.86,228.26,0.42,0.34,0,0.0,228.6
2025-02-11,Management,SkillSaksham,Cab,7.53,1.88,0.9,0.42,0.34,0,0.0,1.25
2025-02-12,Management,SkillSaksham,Flight,1829.63,914.81,274.44,0.42,0.34,0,0.0,274.79
2025-03-04,Management,SkillSaksham,Flight,1240.96,620.48,186.14,0.42,0.34,0,0.0,186.49
2025-03-18,Management,SkillsBuild,Flight,1855.26,927.63,278.29,0.42,0.34,0,0.0,278.63
2025-03-09,Management,TechSaksham,Flight,1512.22,756.11,226.83,0.42,0.34,0,0.0,227.18
2025-03-20,Management,Skills4Future,Flight,1384.16,692.08,207.62,0.42,0.34,0,0.0,207.97
2025-04-10,Management,SkillsBuild,Flight,1791.14,895.57,268.67,0.42,0.34,0,0.0,269.02
2025-04-03,Management,SkillsBuild,Flight,1922.58,961.29,288.39,0.42,0.34,0,0.0,288.73
2025-04-07,Management,SkillSaksham,Cab,33.94,8.48,4.07,0.42,0.34,0,0.0,4.42
2025-04-23,Management,Code Unnati,Flight,1795.53,897.76,269.33,0.42,0.34,0,0.0,269.67
2025-05-02,Management,Skills4Future,Flight,1087.47,543.73,163.12,0.42,0.34,0,0.0,163.46
2025-05-30,Management,SkillSaksham,Flight,1524.64,762.32,228.7,0.42,0.34,0,0.0,229.04
2025-05-28,Management,SkillSaksham,Flight,1168.07,584.03,175.21,0.42,0.34,0,0.0,175.55
2025-05-29,Management,Skills4Future,Cab,21.66,5.41,2.6,0.42,0.34,0,0.0,2.94
2025-06-28,Management,Skills4Future,Flight,1110.32,555.16,166.55,0.42,0.34,0,0.0,166.89
2025-06-20,Management,Skills4Future,Flight,1586.85,793.43,238.03,0.42,0.34,0,0.0,238.37
2025-06-15,Management,SkillsBuild,Cab,15.06,3.76,1.81,0.42,0.34,0,0.0,2.15
2025-06-22,Management,Code Unnati,Flight,1770.3,885.15,265.55,0.42,0.34,0,0.0,265.89
2025-07-11,Management,SkillsBuild,Flight,1706.19,853.09,255.93,0.42,0.34,0,0.0,256.27
2025-07-07,Management,SkillsBuild,Flight,1968.82,984.41,295.32,0.42,0.34,0,0.0,295.67
2025-07-28,Management,Code Unnati,Flight,799.3,399.65,119.9,0.42,0.34,0,0.0,120.24
2025-07-27,Management,SkillsBuild,Flight,1045.26,522.63,156.79,0.42,0.34,0,0.0,157.13
2025-08-02,Management,SkillsBuild,Cab,26.12,6.53,3.13,0.42,0.34,0,0.0,3.48
2025-08-19,Management,SkillSaksham,Flight,1315.95,657.98,197.39,0.42,0.34,0,0.0,197.74
2025-08-10,Management,TechSaksham,Flight,1987.27,993.64,298.09,0.42,0.34,0,0.0,298.44
2025-08-17,Management,SkillSaksham,Flight,1546.24,773.12,231.94,0.42,0.34,0,0.0,232.28
2025-09-02,Management,TechSaksham,Flight,1909.79,954.89,286.47,0.42,0.34,0,0.0,286.81
2025-09-05,Management,Skills4Future,Flight,1281.98,640.99,192.3,0.42,0.34,0,0.0,192.64
2025-09-24,Management,SkillsBuild,Cab,23.54,5.88,2.82,0.42,0.34,0,0.0,3.17
2025-10-15,Management,Skills4Future,Cab,39.82,9.95,4.78,0.42,0.34,0,0.0,5.12
2025-10-27,Management,Code Unnati,Cab,24.93,6.23,2.99,0.42,0.34,0,0.0,3.34
2025-10-31,Management,Code Unnati,Flight,1895.2,947.6,284.28,0.42,0.34,0,0.0,284.62
2025-11-25,Management,SkillSaksham,Flight,715.73,357.87,107.36,0.42,0.34,0,0.0,107.7
2025-11-05,Management,TechSaksham,Cab,18.19,4.55,2.18,0.42,0.34,0,0.0,2.53
2025-11-15,Management,Skills4Future,Flight,1524.67,762.34,228.7,0.42,0.34,0,0.0,229.05
2025-12-17,Management,Code Unnati,Flight,1277.67,638.84,191.65,0.42,0.34,0,0.0,192.0
2025-12-21,Management,TechSaksham,Flight,1723.81,861.91,258.57,0.42,0.34,0,0.0,258.92
2025-12-15,Management,Skills4Future,Flight,1445.99,723.0,216.9,0.42,0.34,0,0.0,217.24
2025-12-18,Management,TechSaksham,Flight,1012.52,506.26,151.88,0.42,0.34,0,0.0,152.22
2025-01-07,Management,TechSaksham,Cab,19.68,4.92,2.36,0.42,0.34,0,0.0,2.71
2025-01-12,Management,Skills4Future,Cab,36.11,9.03,4.33,0.42,0.34,0,0.0,4.68
2025-01-31,Management,TechSaksham,Flight,1468.47,734.23,220.27,0.42,0.34,0,0.0,220.61
2025-01-21,Management,SkillsBuild,Flight,1471.94,735.97,220.79,0.42,0.34,0,0.0,221.14
2025-02-09,Management,SkillSaksham,Cab,5.0,1.25,0.6,0.42,0.34,0,0.0,0.94
2025-02-06,Management,SkillsBuild,Flight,1170.83,585.41,175.62,0.42,0.34,0,0.0,175.97
2025-02-07,Management,SkillsBuild,Cab,12.91,3.23,1.55,0.42,0.34,0,0.0,1.89
2025-02-12,Management,SkillSaksham,Flight,999.54,499.77,149.93,0.42,0.34,0,0.0,150.28
2025-03-23,Management,Code Unnati,Flight,1679.98,839.99,252.0,0.42,0.34,0,0.0,252.34
2025-03-02,Management,Code Unnati,Flight,1372.88,686.44,205.93,0.42,0.34,0,0.0,206.28
2025-03-01,Management,SkillsBuild,Cab,6.48,1.62,0.78,0.42,0.34,0,0.0,1.12
2025-04-18,Management,TechSaksham,Cab,11.83,2.96,1.42,0.42,0.34,0,0.0,1.76
2025-04-03,Management,SkillSaksham,Flight,1564.69,782.35,234.7,0.42,0.34,0,0.0,235.05
2025-04-28,Management,SkillSaksham,Cab,29.54,7.39,3.54,0.42,0.34,0,0.0,3.89
2025-05-06,Management,Code Unnati,Flight,1101.48,550.74,165.22,0.42,0.34,0,0.0,165.57
2025-05-12,Management,SkillSaksham,Cab,30.0,7.5,3.6,0.42,0.34,0,0.0,3.94
2025-05-24,Management,Code Unnati,Flight,871.23,435.61,130.68,0.42,0.34,0,0.0,131.03
2025-05-21,Management,TechSaksham,Cab,28.7,7.18,3.44,0.42,0.34,0,0.0,3.79
2025-06-20,Management,Code Unnati,Flight,809.1,404.55,121.36,0.42,0.34,0,0.0,121.71
2025-06-17,Management,SkillsBuild,Flight,1132.19,566.1,169.83,0.42,0.34,0,0.0,170.17
2025-06-29,Management,TechSaksham,Flight,1195.87,597.94,179.38,0.42,0.34,0,0.0,179.73
2025-06-04,Management,SkillsBuild,Flight,1572.92,786.46,235.94,0.42,0.34,0,0.0,236.28
2025-07-15,Management,Code Unnati,Flight,1327.95,663.98,199.19,0.42,0.34,0,0.0,199.54
2025-07-11,Management,TechSaksham,Flight,1553.78,776.89,233.07,0.42,0.34,0,0.0,233.41
2025-07-16,Management,TechSaksham,Flight,800.07,400.04,120.01,0.42,0.34,0,0.0,120.36
2025-08-13,Management,SkillsBuild,Flight,1283.81,641.91,192.57,0.42,0.34,0,0.0,192.92
2025-08-05,Management,SkillSaksham,Cab,30.78,7.69,3.69,0.42,0.34,0,0.0,4.04
2025-08-14,Management,SkillSaksham,Flight,1463.86,731.93,219.58,0.42,0.34,0,0.0,219.92
2025-09-23,Management,SkillsBuild,Flight,1036.33,518.16,155.45,0.42,0.34,0,0.0,155.79
2025-09-14,Management,SkillSaksham,Flight,1269.9,634.95,190.49,0.42,0.34,0,0.0,190.83
2025-09-05,Management,Code Unnati,Flight,1497.28,748.64,224.59,0.42,0.34,0,0.0,224.94
2025-09-16,Management,SkillsBuild,Flight,1611.13,805.56,241.67,0.42,0.34,0,0.0,242.01
2025-10-09,Management,SkillSaksham,Cab,18.91,4.73,2.27,0.42,0.34,0,0.0,2.61
2025-10-19,Management,SkillsBuild,Flight,1983.96,991.98,297.59,0.42,0.34,0,0.0,297.94
2025-10-28,Management,Code Unnati,Cab,19.96,4.99,2.4,0.42,0.34,0,0.0,2.74
2025-11-16,Management,SkillSaksham,Flight,736.8,368.4,110.52,0.42,0.34,0,0.0,110.87
2025-11-27,Management,Skills4Future,Flight,1693.77,846.89,254.07,0.42,0.34,0,0.0,254.41
2025-11-24,Management,TechSaksham,Flight,1901.23,950.62,285.19,0.42,0.34,0,0.0,285.53
2025-12-06,Management,SkillSaksham,Flight,1160.75,580.38,174.11,0.42,0.34,0,0.0,174.46
2025-12-25,Management,TechSaksham,Flight,1001.32,500.66,150.2,0.42,0.34,0,0.0,150.54
2025-12-27,Management,SkillsBuild,Flight,1210.55,605.27,181.58,0.42,0.34,0,0.0,181.93
2025-01-11,Management,SkillsBuild,Flight,1238.46,619.23,185.77,0.42,0.34,0,0.0,186.11
2025-01-19,Management,TechSaksham,Cab,9.25,2.31,1.11,0.42,0.34,0,0.0,1.45
2025-01-06,Management,Skills4Future,Flight,853.94,426.97,128.09,0.42,0.34,0,0.0,128.44
2025-02-18,Management,SkillSaksham,Cab,27.1,6.77,3.25,0.42,0.34,0,0.0,3.6
2025-02-06,Management,SkillSaksham,Flight,1344.41,672.21,201.66,0.42,0.34,0,0.0,202.01
2025-02-04,Management,SkillSaksham,Flight,885.69,442.85,132.85,0.42,0.34,0,0.0,133.2
2025-02-17,Management,TechSaksham,Flight,848.57,424.29,127.29,0.42,0.34,0,0.0,127.63
2025-03-05,Management,SkillSaksham,Flight,1811.47,905.73,271.72,0.42,0.34,0,0.0,272.06
2025-03-28,Management,SkillSaksham,Flight,717.38,358.69,107.61,0.42,0.34,0,0.0,107.95
2025-03-02,Management,SkillsBuild,Cab,36.56,9.14,4.39,0.42,0.34,0,0.0,4.73
2025-03-18,Management,TechSaksham,Flight,1840.56,920.28,276.08,0.42,0.34,0,0.0,276.43
2025-04-12,Management,Code Unnati,Flight,1780.78,890.39,267.12,0.42,0.34,0,0.0,267.46
2025-04-01,Management,SkillsBuild,Flight,1521.59,760.79,228.24,0.42,0.34,0,0.0,228.58
2025-04-05,Management,TechSaksham,Cab,24.19,6.05,2.9,0.42,0.34,0,0.0,3.25
2025-04-21,Management,SkillsBuild,Flight,1253.89,626.95,188.08,0.42,0.34,0,0.0,188.43
2025-05-14,Management,SkillSaksham,Flight,1202.08,601.04,180.31,0.42,0.34,0,0.0,180.66
2025-05-01,Management,Code Unnati,Flight,1479.7,739.85,221.96,0.42,0.34,0,0.0,222.3
2025-05-08,Management,TechSaksham,Flight,1880.19,940.1,282.03,0.42,0.34,0,0.0,282.37
2025-05-11,Management,Skills4Future,Flight,1425.31,712.65,213.8,0.42,0.34,0,0.0,214.14
2025-06-09,Management,Skills4Future,Cab,31.17,7.79,3.74,0.42,0.34,0,0.0,4.09
2025-06-25,Management,SkillsBuild,Flight,740.49,370.25,111.07,0.42,0.34,0,0.0,111.42
2025-06-24,Management,SkillSaksham,Cab,13.52,3.38,1.62,0.42,0.34,0,0.0,1.97
2025-06-08,Management,SkillSaksham,Flight,1815.56,907.78,272.33,0.42,0.34,0,0.0,272.68
2025-07-19,Management,Skills4Future,Cab,34.72,8.68,4.17,0.42,0.34,0,0.0,4.51
2025-07-28,Management,Code Unnati,Flight,804.29,402.14,120.64,0.42,0.34,0,0.0,120.99
2025-07-12,Management,SkillSaksham,Flight,718.7,359.35,107.8,0.42,0.34,0,0.0,108.15
2025-07-16,Management,TechSaksham,Flight,1101.64,550.82,165.25,0.42,0.34,0,0.0,165.59
2025-08-14,Management,Skills4Future,Flight,1819.36,909.68,272.9,0.42,0.34,0,0.0,273.25
2025-08-17,Management,TechSaksham,Flight,1471.11,735.55,220.67,0.42,0.34,0,0.0,221.01
2025-08-06,Management,Code Unnati,Cab,34.15,8.54,4.1,0.42,0.34,0,0.0,4.44
2025-09-20,Management,SkillsBuild,Flight,1609.53,804.77,241.43,0.42,0.34,0,0.0,241.77
2025-09-03,Management,Skills4Future,Flight,1591.41,795.71,238.71,0.42,0.34,0,0.0,239.06
2025-09-14,Management,Code Unnati,Flight,1939.6,969.8,290.94,0.42,0.34,0,0.0,291.28
2025-10-27,Management,SkillSaksham,Cab,26.79,6.7,3.22,0.42,0.34,0,0.0,3.56
2025-10-26,Management,SkillsBuild,Flight,1801.6,900.8,270.24,0.42,0.34,0,0.0,270.59
2025-10-21,Management,Skills4Future,Flight,1266.01,633.01,189.9,0.42,0.34,0,0.0,190.25
2025-11-27,Management,Skills4Future,Flight,1576.19,788.1,236.43,0.42,0.34,0,0.0,236.77
2025-11-01,Management,Skills4Future,Flight,1751.73,875.87,262.76,0.42,0.34,0,0.0,263.1
2025-11-22,Management,TechSaksham,Flight,1824.06,912.03,273.61,0.42,0.34,0,0.0,273.95
2025-11-20,Management,TechSaksham,Cab,29.73,7.43,3.57,0.42,0.34,0,0.0,3.91
2025-12-11,Management,Skills4Future,Flight,1379.59,689.79,206.94,0.42,0.34,0,0.0,207.28
2025-12-18,Management,SkillSaksham,Flight,1340.34,670.17,201.05,0.42,0.34,0,0.0,201.4
2025-12-15,Management,Skills4Future,Flight,1555.51,777.75,233.33,0.42,0.34,0,0.0,233.67
2025-12-04,Management,SkillsBuild,Cab,19.24,4.81,2.31,0.42,0.34,0,0.0,2.65
2025-01-02,Management,TechSaksham,Cab,26.13,6.53,3.14,0.42,0.34,0,0.0,3.48
2025-01-01,Management,SkillsBuild,Cab,13.85,3.46,1.66,0.42,0.34,0,0.0,2.01
2025-01-15,Management,TechSaksham,Flight,813.12,406.56,121.97,0.42,0.34,0,0.0,122.31
2025-02-11,Management,TechSaksham,Cab,38.06,9.52,4.57,0.42,0.34,0,0.0,4.91
2025-02-03,Management,Code Unnati,Flight,1880.96,940.48,282.14,0.42,0.34,0,0.0,282.49
2025-02-16,Management,SkillSaksham,Flight,1688.75,844.37,253.31,0.42,0.34,0,0.0,253.66
2025-03-19,Management,SkillsBuild,Cab,31.38,7.85,3.77,0.42,0.34,0,0.0,4.11
2025-03-20,Management,SkillsBuild,Flight,1305.39,652.69,195.81,0.42,0.34,0,0.0,196.15
2025-03-30,Management,SkillSaksham,Flight,1490.82,745.41,223.62,0.42,0.34,0,0.0,223.97
2025-03-29,Management,Code Unnati,Flight,1193.68,596.84,179.05,0.42,0.34,0,0.0,179.4
2025-04-27,Management,Code Unnati,Flight,1476.48,738.24,221.47,0.42,0.34,0,0.0,221.82
2025-04-04,Management,Code Unnati,Flight,1084.35,542.18,162.65,0.42,0.34,0,0.0,163.0
2025-04-14,Management,SkillSaksham,Cab,30.87,7.72,3.7,0.42,0.34,0,0.0,4.05
2025-04-02,Management,TechSaksham,Cab,16.89,4.22,2.03,0.42,0.34,0,0.0,2.37
2025-05-28,Management,SkillSaksham,Flight,1351.97,675.99,202.8,0.42,0.34,0,0.0,203.14
2025-05-11,Management,TechSaksham,Flight,778.13,389.06,116.72,0.42,0.34,0,0.0,117.06
2025-05-05,Management,SkillsBuild,Cab,31.39,7.85,3.77,0.42,0.34,0,0.0,4.11
2025-06-22,Management,TechSaksham,Flight,1822.08,911.04,273.31,0.42,0.34,0,0.0,273.66
2025-06-27,Management,Skills4Future,Flight,1655.4,827.7,248.31,0.42,0.34,0,0.0,248.65
2025-06-10,Management,SkillsBuild,Flight,1586.8,793.4,238.02,0.42,0.34,0,0.0,238.36
2025-06-14,Management,TechSaksham,Flight,1474.91,737.45,221.24,0.42,0.34,0,0.0,221.58
2025-07-22,Management,SkillSaksham,Flight,1170.0,585.0,175.5,0.42,0.34,0,0.0,175.84
2025-07-23,Management,Code Unnati,Cab,12.51,3.13,1.5,0.42,0.34,0,0.0,1.85
2025-07-14,Management,SkillsBuild,Cab,32.42,8.11,3.89,0.42,0.34,0,0.0,4.24
2025-07-30,Management,Skills4Future,Flight,1822.51,911.25,273.38,0.42,0.34,0,0.0,273.72
2025-08-19,Management,SkillsBuild,Flight,971.78,485.89,145.77,0.42,0.34,0,0.0,146.11
2025-08-04,Management,SkillsBuild,Cab,17.54,4.39,2.11,0.42,0.34,0,0.0,2.45
2025-08-20,Management,SkillSaksham,Cab,12.74,3.19,1.53,0.42,0.34,0,0.0,1.87
2025-08-17,Management,SkillSaksham,Flight,1690.45,845.22,253.57,0.42,0.34,0,0.0,253.91
2025-09-08,Management,TechSaksham,Cab,33.51,8.38,4.02,0.42,0.34,0,0.0,4.37
2025-09-28,Management,SkillSaksham,Flight,1869.04,934.52,280.36,0.42,0.34,0,0.0,280.7
2025-09-18,Management,TechSaksham,Flight,1161.37,580.68,174.21,0.42,0.34,0,0.0,174.55
2025-10-29,Management,SkillsBuild,Flight,818.79,409.39,122.82,0.42,0.34,0,0.0,123.16
2025-10-01,Management,TechSaksham,Flight,1715.25,857.63,257.29,0.42,0.34,0,0.0,257.63
2025-10-10,Management,Skills4Future,Flight,1861.67,930.84,279.25,0.42,0.34,0,0.0,279.6
2025-11-02,Management,Code Unnati,Cab,19.01,4.75,2.28,0.42,0.34,0,0.0,2.63
2025-11-13,Management,Code Unnati,Flight,1714.25,857.12,257.14,0.42,0.34,0,0.0,257.48
2025-11-19,Management,SkillsBuild,Flight,1557.36,778.68,233.6,0.42,0.34,0,0.0,233.95
2025-12-08,Management,Code Unnati,Flight,1779.2,889.6,266.88,0.42,0.34,0,0.0,267.22
2025-12-11,Management,SkillSaksham,Flight,1043.87,521.94,156.58,0.42,0.34,0,0.0,156.92
2025-12-24,Management,TechSaksham,Cab,19.69,4.92,2.36,0.42,0.34,0,0.0,2.71
2025-01-01,Management,Skills4Future,Flight,1782.07,891.04,267.31,0.42,0.34,0,0.0,267.66
2025-01-08,Management,SkillsBuild,Flight,1112.82,556.41,166.92,0.42,0.34,0,0.0,167.27
2025-01-14,Management,Skills4Future,Cab,37.56,9.39,4.51,0.42,0.34,0,0.0,4.85
2025-01-05,Management,Skills4Future,Flight,1138.69,569.35,170.8,0.42,0.34,0,0.0,171.15
2025-02-09,Management,TechSaksham,Flight,1583.61,791.8,237.54,0.42,0.34,0,0.0,237.89
2025-02-06,Management,SkillSaksham,Cab,25.47,6.37,3.06,0.42,0.34,0,0.0,3.4
2025-02-22,Management,Code Unnati,Flight,951.47,475.73,142.72,0.42,0.34,0,0.0,143.06
2025-02-02,Management,SkillSaksham,Flight,1138.5,569.25,170.78,0.42,0.34,0,0.0,171.12
2025-03-03,Management,Skills4Future,Cab,32.78,8.2,3.93,0.42,0.34,0,0.0,4.28
2025-03-22,Management,Code Unnati,Flight,1825.93,912.97,273.89,0.42,0.34,0,0.0,274.23
2025-03-01,Management,Code Unnati,Cab,31.88,7.97,3.83,0.42,0.34,0,0.0,4.17
2025-04-15,Management,Code Unnati,Cab,28.58,7.15,3.43,0.42,0.34,0,0.0,3.77
2025-04-09,Management,SkillSaksham,Flight,897.31,448.65,134.6,0.42,0.34,0,0.0,134.94
2025-04-03,Management,Code Unnati,Flight,1484.1,742.05,222.61,0.42,0.34,0,0.0,222.96
2025-05-03,Management,TechSaksham,Flight,806.08,403.04,120.91,0.42,0.34,0,0.0,121.26
2025-05-17,Management,TechSaksham,Cab,21.89,5.47,2.63,0.42,0.34,0,0.0,2.97
2025-05-14,Management,TechSaksham,Flight,1412.59,706.29,211.89,0.42,0.34,0,0.0,212.23
2025-05-12,Management,Code Unnati,Flight,1747.18,873.59,262.08,0.42,0.34,0,0.0,262.42
2025-06-03,Management,SkillsBuild,Cab,26.51,6.63,3.18,0.42,0.34,0,0.0,3.53
2025-06-16,Management,Code Unnati,Flight,1683.23,841.62,252.49,0.42,0.34,0,0.0,252.83
2025-06-01,Management,Code Unnati,Cab,16.4,4.1,1.97,0.42,0.34,0,0.0,2.31
2025-06-25,Management,Code Unnati,Flight,721.12,360.56,108.17,0.42,0.34,0,0.0,108.51
2025-07-06,Management,SkillSaksham,Cab,24.8,6.2,2.98,0.42,0.34,0,0.0,3.32
2025-07-20,Management,SkillsBuild,Flight,1755.94,877.97,263.39,0.42,0.34,0,0.0,263.73
2025-07-21,Management,TechSaksham,Flight,1205.34,602.67,180.8,0.42,0.34,0,0.0,181.15
2025-07-24,Management,SkillsBuild,Flight,1324.06,662.03,198.61,0.42,0.34,0,0.0,198.95
2025-08-25,Management,Skills4Future,Flight,1033.77,516.88,155.06,0.42,0.34,0,0.0,155.41
2025-08-21,Management,Skills4Future,Flight,1993.09,996.54,298.96,0.42,0.34,0,0.0,299.31
2025-08-05,Management,Code Unnati,Flight,942.63,471.32,141.39,0.42,0.34,0,0.0,141.74
2025-08-10,Management,Skills4Future,Cab,15.76,3.94,1.89,0.42,0.34,0,0.0,2.24
2025-09-17,Management,Skills4Future,Cab,33.35,8.34,4.0,0.42,0.34,0,0.0,4.35
2025-09-05,Management,Code Unnati,Flight,1861.73,930.86,279.26,0.42,0.34,0,0.0,279.6
2025-09-01,Management,Code Unnati,Cab,39.88,9.97,4.79,0.42,0.34,0,0.0,5.13
2025-10-20,Management,TechSaksham,Cab,21.34,5.33,2.56,0.42,0.34,0,0.0,2.9
2025-10-01,Management,SkillsBuild,Flight,910.5,455.25,136.57,0.42,0.34,0,0.0,136.92
2025-10-08,Management,Skills4Future,Cab,20.81,5.2,2.5,0.42,0.34,0,0.0,2.84
2025-10-03,Management,Skills4Future,Flight,849.69,424.85,127.45,0.42,0.34,0,0.0,127.8
2025-11-12,Management,SkillsBuild,Flight,1607.66,803.83,241.15,0.42,0.34,0,0.0,241.49
2025-11-03,Management,Skills4Future,Flight,1473.8,736.9,221.07,0.42,0.34,0,0.0,221.41
2025-11-11,Management,SkillsBuild,Flight,851.42,425.71,127.71,0.42,0.34,0,0.0,128.06
2025-11-14,Management,Code Unnati,Flight,1388.96,694.48,208.34,0.42,0.34,0,0.0,208.69
2025-12-13,Management,TechSaksham,Flight,1638.69,819.34,245.8,0.42,0.34,0,0.0,246.15
2025-12-10,Management,Code Unnati,Flight,1454.84,727.42,218.23,0.42,0.34,0,0.0,218.57
2025-12-08,Management,SkillSaksham,Flight,1863.58,931.79,279.54,0.42,0.34,0,0.0,279.88
2025-01-10,Management,Skills4Future,Flight,1043.81,521.91,156.57,0.42,0.34,0,0.0,156.92
2025-01-13,Management,TechSaksham,Cab,24.41,6.1,2.93,0.42,0.34,0,0.0,3.27
2025-01-08,Management,Skills4Future,Cab,21.31,5.33,2.56,0.42,0.34,0,0.0,2.9
2025-01-26,Management,SkillsBuild,Flight,1021.62,510.81,153.24,0.42,0.34,0,0.0,153.59
2025-02-02,Management,TechSaksham,Flight,1357.41,678.7,203.61,0.42,0.34,0,0.0,203.96
2025-02-28,Management,SkillSaksham,Flight,1419.28,709.64,212.89,0.42,0.34,0,0.0,213.24
2025-02-25,Management,SkillSaksham,Cab,12.06,3.02,1.45,0.42,0.34,0,0.0,1.79
2025-03-29,Management,Code Unnati,Flight,1647.42,823.71,247.11,0.42,0.34,0,0.0,247.46
2025-03-03,Management,SkillsBuild,Flight,1196.78,598.39,179.52,0.42,0.34,0,0.0,179.86
2025-03-20,Management,Skills4Future,Flight,705.44,352.72,105.82,0.42,0.34,0,0.0,106.16
2025-03-26,Management,SkillsBuild,Flight,1130.49,565.25,169.57,0.42,0.34,0,0.0,169.92
2025-04-10,Management,TechSaksham,Flight,1716.12,858.06,257.42,0.42,0.34,0,0.0,257.76
2025-04-26,Management,SkillSaksham,Flight,1154.92,577.46,173.24,0.42,0.34,0,0.0,173.58
2025-04-21,Management,Code Unnati,Cab,16.37,4.09,1.96,0.42,0.34,0,0.0,2.31
2025-04-12,Management,TechSaksham,Cab,34.07,8.52,4.09,0.42,0.34,0,0.0,4.43
2025-05-21,Management,Skills4Future,Flight,1443.33,721.66,216.5,0.42,0.34,0,0.0,216.84
2025-05-20,Management,TechSaksham,Cab,39.7,9.93,4.76,0.42,0.34,0,0.0,5.11
2025-05-14,Management,SkillsBuild,Flight,1093.68,546.84,164.05,0.42,0.34,0,0.0,164.4
2025-05-31,Management,Code Unnati,Flight,1465.73,732.86,219.86,0.42,0.34,0,0.0,220.2
2025-06-25,Management,SkillsBuild,Flight,1039.73,519.87,155.96,0.42,0.34,0,0.0,156.3
2025-06-16,Management,SkillSaksham,Flight,1602.22,801.11,240.33,0.42,0.34,0,0.0,240.68
